column1
0.05
0.05
0.05
0.11
0.022
0.05
0.05
0.05
0.01315
0.01315
0.0035
0.0035
0.0035
0.022
0.1312475
0.1312475
0.1312475
0.1312475
0.04
0.022
0.022
0.022
0.022
0.038
0.038
0.03217
0.0057
0.548
0.548
0.017
0.05
0.168503636363636
0.0022
0.22
0.038
0.038
0.038
0.673
0.038
0.038
0.038
0.038
0.003595
0.32
0.728
0.728
0.168503636363636
0.038
0.168503636363636
0.0304571428571429
2.91
0.0321
2.844
0.86
0.28
0.076
0.097625
0.0053
0.0103
0.0078
0.0078
0.0152
0.011
0.0355
0.156
1.038
0.969978787878788
0.969978787878788
1.38925
200.0
200.0
115.5775
202.821428571429
202.821428571429
0.328
0.148
0.0882016393442623
0.0355411764705882
0.0355411764705882
0.169275882352941
2.7904
0.0765
22.68
131.02267
3.96
0.0882016393442623
0.0152
0.206513636363636
0.206513636363636
0.415
1.038
35.54564
115.5775
202.821428571429
0.0805
0.08
0.0355411764705882
0.0355411764705882
0.0355411764705882
0.0355411764705882
0.169275882352941
0.169275882352941
0.02805
2.7904
1.22633333333333
1.89
2.7904
0.0055
0.686066666666667
1.44725
0.036
0.102722222222222
0.475
0.0264
0.0264
0.0264
0.065
2.63675
2.63675
0.686066666666667
0.686066666666667
0.729884615384615
0.695
1.012
0.00747
0.00747
0.008765
0.036
3.35
2.54466666666667
1.44725
0.74
0.74
0.008825
0.146206666666667
0.01568125
0.316333333333333
0.316333333333333
0.1875
0.469715
0.08194
0.128
0.2605
0.03318
0.428833333333333
0.715
0.428833333333333
0.428833333333333
0.00844
0.01568125
0.036
0.036
0.280586
1.44725
5.27
0.017
0.08225
0.0268
0.0268
0.0268
0.01568125
0.036
0.03318
0.03318
0.036
0.032405
0.587
0.587
1.44725
0.0343
0.0343
0.0343
0.09635
5.5
0.0134
0.01165
0.02326
0.0218325
0.0175
0.453064285714286
1.44725
0.0218325
0.08225
0.0175
0.0175
0.035
0.007
0.00685
0.01623375
0.03318
0.153264864864865
0.0197375
0.014025
0.0577366666666667
0.05835
0.0132
0.0132
0.0132
0.0132
0.0132
0.0132
0.0132
0.0132
0.453064285714286
5.5
0.018
0.011
0.0851
0.0758366666666667
0.0758366666666667
0.0758366666666667
0.067
0.2595
0.405125
0.405125
0.686066666666667
0.0225
0.0225
0.0675
0.0675
0.01568125
0.469715
0.866
0.08225
0.08225
0.08225
0.08225
0.0199
0.0199
0.0199
0.0199
0.0199
0.815
0.0220333333333333
0.055
0.08
0.0218325
0.023
0.023
0.023
0.03318
0.03318
0.03318
0.01025
0.16
0.325
0.325
0.3
0.15
0.214710526315789
0.214710526315789
0.686066666666667
0.065
1.177
0.01568125
0.477375
